423	css-variables
94	border-radius
79	flexbox-gap
74	viewport-units
51	css-letter-spacing
42	css-math-functions
40	css-overflow
24	css-scrollbar
20	css-grid
19	css-transitions
16	css-fixed
16	intrinsic-width
14	css-sticky
13	css-gradients
12	outline
10	css-backdrop-filter
9	css-resize
4	transforms2d
3	word-break
3	css-focus-visible
2	css-scroll-behavior
1	css-boxshadow
1	css-appearance
1	css-env-function
1	css-filters
1	css-overscroll-behavior
